table,field,ddl_declaration,ddl_not_null,source_path,source_line,manifest_planes,build_disposition,capability,recommended_timing,recommended_owner,recommendation
document.purchase_invoice,payment_term_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,fiscal_period_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,budget_check_result,document.budget_check_result_d,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,ap_journal_entry_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,requested_by,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,workflow_request_id,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice,approved_at,timestamptz,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
document.purchase_invoice,approved_by,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Authorized reviewer / domain service,Evidence or calculated outcome; supplier cannot self-approve or set verified flags.
document.purchase_invoice,row_version,bigint NOT NULL DEFAULT 1,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,metadata,jsonb NOT NULL DEFAULT '{}'::jsonb,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Owning service / governed extension contract,Only allowed keys; do not hide missing domain models or readiness policy in arbitrary JSON.
document.purchase_invoice,status,document.purchase_invoice_status_d NOT NULL DEFAULT 'draft',True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,status_changed_at,timestamptz,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,status_changed_by,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,created_by,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,updated_at,timestamptz,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice,updated_by,uuid,False,server/db/ddl/planes/neon/document/03_tables.sql,442,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice_line,id,uuid NOT NULL DEFAULT shared.uuidv7(),True,server/db/ddl/planes/neon/document/03_tables.sql,543,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice_line,tenant_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,543,neon,Source definition; verify deployment separately,Invoice and tax,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.purchase_invoice_line,company_code_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,543,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice_line,purchase_invoice_id,uuid NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,543,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
document.purchase_invoice_line,line_no,smallint NOT NULL,True,server/db/ddl/planes/neon/document/03_tables.sql,543,neon,Source definition; verify deployment separately,Invoice and tax,Invoice validation/posting; tax facts earlier if used,Accounts payable / tax; supplier sends invoice,Capture receipt even if posting is blocked; matching and payable amounts are system-derived.
